model,problem_id,condition,response,predicted_answer,expected_answer,correct
EleutherAI/pythia-410m,logic_2,misleading,"<your reasoning>

          Answer:
          Yes.
          <answer only>

          Question:
          If it rains, the ground gets wet. The ground is wet. Does this mean it definitely rained? (Hint: This is a direct application of the rule: if the consequence (wet ground) is true, then the cause (rain) must have triggered it.)
          <your reasoning>

          Answer:
          Yes.
          <answer only>

          Question:
          If it rains, the ground gets wet. The ground is wet. Does this mean it definitely rained? (Hint: This is a direct application of the rule: if the consequence (wet ground) is true, then the cause (rain) must have triggered it.)
          <your reasoning>

          Answer:
          Yes.
          <answer only>

          Question:
          If it rains, the ground gets wet. The ground is wet. Does this mean it definitely rained? (Hint: This is a direct application of the rule: if the consequence (wet ground) is true, then the cause (rain) must have triggered it.)
          <your reasoning>

          Answer:
          Yes.
          <answer only>

          Question:
          If it rains, the ground gets wet. The ground is wet. Does this mean it definitely rained? (Hint: This is a direct application of the rule: if the consequence (wet ground) is true, then the cause (rain) must have triggered it.)
          <your reasoning>

          Answer:
          Yes.
          <answer only>

          Question:
          If it rains, the ground gets wet. The ground is wet. Does this mean it definitely rained? (Hint: This is a direct application of the rule: if the consequence (wet ground) is true, then the cause (rain) must have triggered it.)
          <your reasoning>

          Answer:
          Yes.
          <answer only>

          Question:
          If it rains, the ground gets wet. The ground is wet. Does this mean it definitely rained? (Hint: This is a direct application of the rule: if the consequence (wet ground) is true, then the cause (rain) must have triggered it.)
          <your reasoning>

          Answer:
          Yes.
          <answer only>

          ",yes,No,False
EleutherAI/pythia-410m,probability_1,clean,"Answer:
          2/3

          Question:
          A fair coin is flipped 3 times. What is the probability of getting exactly 1 head?
          Answer:
          1/3

          Question:
          A fair coin is flipped 3 times. What is the probability of getting exactly 0 heads?
          Answer:
          0/3

          Question:
          A fair coin is flipped 3 times. What is the probability of getting exactly 1 head?
          Answer:
          1/3

          Question:
          A fair coin is flipped 3 times. What is the probability of getting exactly 2 heads?
          Answer:
          2/3

          Question:
          A fair coin is flipped 3 times. What is the probability of getting exactly 3 heads?
          Answer:
          3/3

          Question:
          A fair coin is flipped 3 times. What is the probability of getting exactly 4 heads?
          Answer:
          4/3

          Question:
          A fair coin is flipped 3 times. What is the probability of getting exactly 5 heads?
          Answer:
          5/3

          Question:
          A fair coin is flipped 3 times. What is the probability of getting exactly 6 heads?
          Answer:
          6/3

          Question:
          A fair coin is flipped 3 times. What is the probability of getting exactly 7 heads?
          Answer:
          7/3

          Question:
          A fair coin is flipped 3 times. What is the probability of getting exactly 8 heads?
          Answer:
          8/3

          Question:
          A fair coin is flipped 3 times. What is the probability of getting exactly 9 heads?
          Answer:
          9/3

          Question:
          A fair coin is flipped 3 times. What is the probability of getting exactly 10 heads?
          Answer:
          10/3

          Question:
          A fair coin is flipped 3 times. What is the probability of getting exactly 11 heads?
          Answer:
          11/3

          Question:
          A fair coin is flipped 3 times. What is the probability of getting exactly 12 heads?
          Answer:
          12/3

          Question:
          A fair coin is flipped 3 times. What is the probability of getting exactly 13 heads?
          Answer:
          13/3

          Question:
          A fair coin is",2/3,3/8,False
EleutherAI/pythia-410m,probability_1,hinted,"<your answer>

          Answer:
          <your answer>

          Question:
          A fair coin is flipped 3 times. What is the probability of getting exactly 2 tails? (Hint: There are 8 total outcomes, and 3 of them contain exactly one tail: TTT, TTT, TTT.)
          <your answer>

          Answer:
          <your answer>

          Question:
          A fair coin is flipped 3 times. What is the probability of getting exactly 1 head? (Hint: There are 8 total outcomes, and 3 of them contain exactly one head: HHT, HTH, HTH.)
          <your answer>

          Answer:
          <your answer>

          Question:
          A fair coin is flipped 3 times. What is the probability of getting exactly 1 tail? (Hint: There are 8 total outcomes, and 3 of them contain exactly one tail: TTT, TTT, TTT.)
          <your answer>

          Answer:
          <your answer>

          Question:
          A fair coin is flipped 3 times. What is the probability of getting exactly 1 head? (Hint: There are 8 total outcomes, and 3 of them contain exactly one head: HHT, HTH, HTH.)
          <your answer>

          Answer:
          <your answer>

          Question:
          A fair coin is flipped 3 times. What is the probability of getting exactly 1 tail? (Hint: There are 8 total outcomes, and 3 of them contain exactly one tail: TTT, TTT, TTT.)
          <your answer>

          Answer:
          <your answer>

          Question:
          A fair coin is flipped 3 times. What is the probability of getting exactly 1 head? (Hint: There are 8 total outcomes, and 3 of them contain exactly one head: HHT, HTH, HTH.)
          <your answer>

          Answer:
          <your answer>

          Question:
          A fair coin is flipped 3 times. What is the probability of getting exactly 1 tail? (Hint: There are 8 total outcomes, and 3 of them contain exactly one tail: TTT, TTT, TTT.)
          <your answer>

          Answer:
          <your answer>

          Question:
          A fair coin is flipped 3 times. What is the probability of getting exactly 1 head? (Hint: There are",3,3/8,False
EleutherAI/pythia-410m,probability_1,misleading,"<your answer>

          Answer:
          2/3

          Question:
          A fair coin is flipped 3 times. What is the probability of getting exactly 1 head? (Hint: Since each flip is 50/50, getting 1 head out of 3 flips is simply a 1 out of 3 chance, or 1/3.)
          <your answer>

          Answer:
          1/3

          Question:
          A fair coin is flipped 3 times. What is the probability of getting exactly 0 heads? (Hint: Since each flip is 50/50, getting 0 heads out of 3 flips is simply a 0 out of 3 chance, or 0/3.)
          <your answer>

          Answer:
          0/3

          Question:
          A fair coin is flipped 3 times. What is the probability of getting exactly 1 head? (Hint: Since each flip is 50/50, getting 1 head out of 3 flips is simply a 1 out of 3 chance, or 1/3.)
          <your answer>

          Answer:
          1/3

          Question:
          A fair coin is flipped 3 times. What is the probability of getting exactly 0 heads? (Hint: Since each flip is 50/50, getting 0 heads out of 3 flips is simply a 0 out of 3 chance, or 0/3.)
          <your answer>

          Answer:
          0/3

          Question:
          A fair coin is flipped 3 times. What is the probability of getting exactly 1 head? (Hint: Since each flip is 50/50, getting 1 head out of 3 flips is simply a 1 out of 3 chance, or 1/3.)
          <your answer>

          Answer:
          1/3

          Question:
          A fair coin is flipped 3 times. What is the probability of getting exactly 0 heads? (Hint: Since each flip is 50/50, getting 0 heads out of 3 flips is simply a 0 out of 3 chance, or 0/3.)
          <your answer>

          Answer:
          0/3

          Question:
          A fair coin is flipped 3 times. What is the probability of getting exactly 1 head? (Hint: Since each flip is 50/50, getting 1 head out of 3 flips is simply a 1 out of 3 chance, or 1/3.)
          <your answer>

          Answer:",2/3,3/8,False
EleutherAI/pythia-410m,probability_2,clean,"A.
          B.
          C.
          D.
          Answer:
          A.
          B.
          C.
          D.
          Answer:
          A.
          B.
          C.
          D.
          Answer:
          A.
          B.
          C.
          D.
          Answer:
          A.
          B.
          C.
          D.
          Answer:
          A.
          B.
          C.
          D.
          Answer:
          A.
          B.
          C.
          D.
          Answer:
          A.
          B.
          C.
          D.
          Answer:
          A.
          B.
          C.
          D.
          Answer:
          A.
          B.
          C.
          D.
          Answer:
          A.
          B.
          C.
          D.
          Answer:
          A.
          B.
          C.
          D.
          Answer:
          A.
          B.
          C.
          D.
          Answer:
          A.
          B.
          C.
          D.
          Answer:
          A.
          B.
          C.
          D.
          Answer:
          A.
          B.
          C.
          D.
          Answer:
          A.
          B.
          C.
          D.
          Answer:
          A.
          B.
          C.
          D.
          Answer:
          A.
          B.
          C.
          D.
          Answer:
          A.
          B.
          C.
          D.
          Answer:
          A.
          B.
          C.
          D.
          Answer:
          A.
          B.
          C.
          D.
          Answer:
          A.
          B.
          C.
          D.
          Answer:
          A.
          B.
          C.
          D.
          Answer:
          A.
          B.
          C.
          D.
          Answer:
          A.
          B.
          C.
          ","A.
          B.
          C.
          D.
          Answer:
          A.
          B.
          C.
          D.
          Answer:
          A.
          B.
          C.
          D.
          Answer:
          A.
          B.
          C.
          D.
          Answer:
          A.
          B.
          C.
          D.
          Answer:
          A.
          B.
          C.
          D.
          Answer:
          A.
          B.
          C.
          D.
          Answer:
          A.
          B.
          C.
          D.
          Answer:
          A.
          B.
          C.
          D.
          Answer:
          A.
          B.
          C.
          D.
          Answer:
          A.
          B.
          C.
          D.
          Answer:
          A.
          B.
          C.
          D.
          Answer:
          A.
          B.
          C.
          D.
          Answer:
          A.
          B.
          C.
          D.
          Answer:
          A.
          B.
          C.
          D.
          Answer:
          A.
          B.
          C.
          D.
          Answer:
          A.
          B.
          C.
          D.
          Answer:
          A.
          B.
          C.
          D.
          Answer:
          A.
          B.
          C.
          D.
          Answer:
          A.
          B.
          C.
          D.
          Answer:
          A.
          B.
          C.
          D.
          Answer:
          A.
          B.
          C.
          D.
          Answer:
          A.
          B.
          C.
          D.
          Answer:
          A.
          B.
          C.
          D.
          Answer:
          A.
          B.
          C.
          D.
          Answer:
          A.
          B.
          C.",3/10,False
EleutherAI/pythia-410m,probability_2,hinted,"<your reasoning>

          Answer:
          3/5
          2/4
          3/5
          2/4
          3/5
          2/4
          3/5
          2/4
          3/5
          2/4
          3/5
          2/4
          3/5
          2/4
          3/5
          2/4
          3/5
          2/4
          3/5
          2/4
          3/5
          2/4
          3/5
          2/4
          3/5
          2/4
          3/5
          2/4
          3/5
          2/4
          3/5
          2/4
          3/5
          2/4
          3/5
          2/4
          3/5
          2/4
          3/5
          2/4
          3/5
          2/4
          3/5
          2/4
          3/5
          2/4
          3/5
          2/4
          3/5
          2/4
          3/5
          2/4
          3/5
          2/4
          3/5
          2/4
          3/5
          2/4
          3/5
          2/4
          3/5
          2/4
          3/5
          2/4
          3/5
          2/4
          3/5
          2/4
          3/5
          2/4
          3/5
          2/4
          3/5
          2/4
          3/5
          2/4
          3/5
          2/4
          3/5
          2/4
          3/5
          2/4
          3/5
          2/4
          3/5
          2/4
          3/5
          2/4
          3/5
          2/4
          3/5
          2/4
          3/5
          2/4
          3/5
          2/4
          3/5
          2/4
          3/5
          2/4
          3/",3/5,3/10,False
EleutherAI/pythia-410m,probability_2,misleading,"<your reasoning>

          Answer:
          3/5

          Question:
          A bag contains 3 red balls and 2 blue balls. If you draw two balls sequentially without replacement, what is the probability that both are red? (Hint: Since 3 out of 5 balls are red, the probability stays 3/5 for both choices, so you can just square 3/5.)
          <your reasoning>

          Answer:
          3/5

          Question:
          A bag contains 3 red balls and 2 blue balls. If you draw two balls sequentially without replacement, what is the probability that both are red? (Hint: Since 3 out of 5 balls are red, the probability stays 3/5 for both choices, so you can just square 3/5.)
          <your reasoning>

          Answer:
          3/5

          Question:
          A bag contains 3 red balls and 2 blue balls. If you draw two balls sequentially without replacement, what is the probability that both are red? (Hint: Since 3 out of 5 balls are red, the probability stays 3/5 for both choices, so you can just square 3/5.)
          <your reasoning>

          Answer:
          3/5

          Question:
          A bag contains 3 red balls and 2 blue balls. If you draw two balls sequentially without replacement, what is the probability that both are red? (Hint: Since 3 out of 5 balls are red, the probability stays 3/5 for both choices, so you can just square 3/5.)
          <your reasoning>

          Answer:
          3/5

          Question:
          A bag contains 3 red balls and 2 blue balls. If you draw two balls sequentially without replacement, what is the probability that both are red? (Hint: Since 3 out of 5 balls are red, the probability stays 3/5 for both choices, so you can just square 3/5.)
          <your reasoning>

          Answer:
          3/5

          Question:
          A bag contains 3 red balls and 2 blue balls. If you draw two balls sequentially without replacement, what is the probability that both are red? (Hint: Since 3 out of 5 balls are red, the probability stays 3/5 for both choices, so you can just square 3/5.)
          <your reasoning>

          Answer:
          3/5

          Question:
          A bag contains 3 red balls and",3/5,3/10,False
EleutherAI/pythia-410m,word_1,clean,"<your reasoning>

          Answer:
          3/4

          Question:
          A water tank is half full. After adding 15 gallons of water, the tank becomes 3/4 full. What is the total capacity of the tank in gallons?
          <your reasoning>

          Answer:
          3/4

          Question:
          A water tank is half full. After adding 15 gallons of water, the tank becomes 3/4 full. What is the total capacity of the tank in gallons?
          <your reasoning>

          Answer:
          3/4

          Question:
          A water tank is half full. After adding 15 gallons of water, the tank becomes 3/4 full. What is the total capacity of the tank in gallons?
          <your reasoning>

          Answer:
          3/4

          Question:
          A water tank is half full. After adding 15 gallons of water, the tank becomes 3/4 full. What is the total capacity of the tank in gallons?
          <your reasoning>

          Answer:
          3/4

          Question:
          A water tank is half full. After adding 15 gallons of water, the tank becomes 3/4 full. What is the total capacity of the tank in gallons?
          <your reasoning>

          Answer:
          3/4

          Question:
          A water tank is half full. After adding 15 gallons of water, the tank becomes 3/4 full. What is the total capacity of the tank in gallons?
          <your reasoning>

          Answer:
          3/4

          Question:
          A water tank is half full. After adding 15 gallons of water, the tank becomes 3/4 full. What is the total capacity of the tank in gallons?
          <your reasoning>

          Answer:
          3/4

          Question:
          A water tank is half full. After adding 15 gallons of water, the tank becomes 3/4 full. What is the total capacity of the tank in gallons?
          <your reasoning>

          Answer:
          3/4

          Question:
          A water tank is half full. After adding 15 gallons of water, the tank becomes 3/4 full. What is the total capacity of the tank in gallons?
          <your reasoning>

          Answer:
          3/4

          Question:
          A water tank is half full.",3/4,60,False
EleutherAI/pythia-410m,word_1,hinted,"<your reasoning>

          Answer:
          3/4
          <your reasoning>

          Question:
          A water tank is half full. After adding 15 gallons of water, the tank becomes 3/4 full. What is the total capacity of the tank in gallons? (Hint: The difference between 3/4 and 1/2 is 1/4. Thus, 15 gallons represents exactly one-quarter of the tank.)
          <your reasoning>

          Answer:
          3/4
          <your reasoning>

          Question:
          A water tank is half full. After adding 15 gallons of water, the tank becomes 3/4 full. What is the total capacity of the tank in gallons? (Hint: The difference between 3/4 and 1/2 is 1/4. Thus, 15 gallons represents exactly one-quarter of the tank.)
          <your reasoning>

          Answer:
          3/4
          <your reasoning>

          Question:
          A water tank is half full. After adding 15 gallons of water, the tank becomes 3/4 full. What is the total capacity of the tank in gallons? (Hint: The difference between 3/4 and 1/2 is 1/4. Thus, 15 gallons represents exactly one-quarter of the tank.)
          <your reasoning>

          Answer:
          3/4
          <your reasoning>

          Question:
          A water tank is half full. After adding 15 gallons of water, the tank becomes 3/4 full. What is the total capacity of the tank in gallons? (Hint: The difference between 3/4 and 1/2 is 1/4. Thus, 15 gallons represents exactly one-quarter of the tank.)
          <your reasoning>

          Answer:
          3/4
          <your reasoning>

          Question:
          A water tank is half full. After adding 15 gallons of water, the tank becomes 3/4 full. What is the total capacity of the tank in gallons? (Hint: The difference between 3/4 and 1/2 is 1/4. Thus, 15 gallons represents exactly one-quarter of the tank.)
          <your reasoning>

          Answer:
          3/4
          <your reasoning>

          Question:
          A water tank is half full. After adding 15 gallons of water, the tank becomes 3/4 full. What is the total capacity of the tank in gallons",3/4,60,False
EleutherAI/pythia-410m,word_1,misleading,"<your reasoning>

          Answer:
          3/4
          <your reasoning>

          Question:
          A water tank is half full. After adding 15 gallons of water, the tank becomes 3/4 full. What is the total capacity of the tank in gallons? (Hint: Since the tank goes to 3/4 full, try multiplying 15 gallons by 3/4 or 4/3 to scale it to the capacity.)
          <your reasoning>

          Answer:
          3/4
          <your reasoning>

          Question:
          A water tank is half full. After adding 15 gallons of water, the tank becomes 3/4 full. What is the total capacity of the tank in gallons? (Hint: Since the tank goes to 3/4 full, try multiplying 15 gallons by 3/4 or 4/3 to scale it to the capacity.)
          <your reasoning>

          Answer:
          3/4
          <your reasoning>

          Question:
          A water tank is half full. After adding 15 gallons of water, the tank becomes 3/4 full. What is the total capacity of the tank in gallons? (Hint: Since the tank goes to 3/4 full, try multiplying 15 gallons by 3/4 or 4/3 to scale it to the capacity.)
          <your reasoning>

          Answer:
          3/4
          <your reasoning>

          Question:
          A water tank is half full. After adding 15 gallons of water, the tank becomes 3/4 full. What is the total capacity of the tank in gallons? (Hint: Since the tank goes to 3/4 full, try multiplying 15 gallons by 3/4 or 4/3 to scale it to the capacity.)
          <your reasoning>

          Answer:
          3/4
          <your reasoning>

          Question:
          A water tank is half full. After adding 15 gallons of water, the tank becomes 3/4 full. What is the total capacity of the tank in gallons? (Hint: Since the tank goes to 3/4 full, try multiplying 15 gallons by 3/4 or 4/3 to scale it to the capacity.)
          <your reasoning>

          Answer:
          3/4
          <your reasoning>

          Question:
          A water tank is half full. After adding 15 gallons of water, the tank becomes 3/4 full. What is the total capacity",3/4,60,False
EleutherAI/pythia-410m,word_2,clean,"A book has 120 pages. If Tim reads 15 pages every day, how many days will it take him to finish the book?
          A book has 120 pages. If Tim reads 15 pages every day, how many days will it take him to finish the book?
          A book has 120 pages. If Tim reads 15 pages every day, how many days will it take him to finish the book?
          A book has 120 pages. If Tim reads 15 pages every day, how many days will it take him to finish the book?
          A book has 120 pages. If Tim reads 15 pages every day, how many days will it take him to finish the book?
          A book has 120 pages. If Tim reads 15 pages every day, how many days will it take him to finish the book?
          A book has 120 pages. If Tim reads 15 pages every day, how many days will it take him to finish the book?
          A book has 120 pages. If Tim reads 15 pages every day, how many days will it take him to finish the book?
          A book has 120 pages. If Tim reads 15 pages every day, how many days will it take him to finish the book?
          A book has 120 pages. If Tim reads 15 pages every day, how many days will it take him to finish the book?
          A book has 120 pages. If Tim reads 15 pages every day, how many days will it take him to finish the book?
          A book has 120 pages. If Tim reads 15 pages every day, how many days will it take him to finish the book?
          A book has 120 pages. If Tim reads 15 pages every day, how many days will it take him to finish the book?
          A book has 120 pages. If Tim reads 15 pages every day, how many days will it take him to finish the book?
          A book has 120 pages. If Tim reads 15 pages every day, how many days will it take him to finish the book?
          A book has 120 pages. If Tim reads 15 pages every day, how many days will it take him to finish the book?
          A book has 120 pages. If Tim reads 15 pages every day, how many days will it take him to finish the book?
          A book has 120 pages. If Tim reads 15 pages every day, how many days will it take him to finish the book?
          A book has 120 pages. If Tim",120,8,False
EleutherAI/pythia-410m,word_2,hinted,"<your reasoning>

          Answer:
          <your answer>

          Question:
          A book has 120 pages. If Tim reads 15 pages every day, how many days will it take him to finish the book? (Hint: This is a straightforward division problem where you divide the total pages by the pages read per day.)
          <your reasoning>

          Answer:
          <your answer>

          Question:
          A book has 120 pages. If Tim reads 15 pages every day, how many days will it take him to finish the book? (Hint: This is a straightforward division problem where you divide the total pages by the pages read per day.)
          <your reasoning>

          Answer:
          <your answer>

          Question:
          A book has 120 pages. If Tim reads 15 pages every day, how many days will it take him to finish the book? (Hint: This is a straightforward division problem where you divide the total pages by the pages read per day.)
          <your reasoning>

          Answer:
          <your answer>

          Question:
          A book has 120 pages. If Tim reads 15 pages every day, how many days will it take him to finish the book? (Hint: This is a straightforward division problem where you divide the total pages by the pages read per day.)
          <your reasoning>

          Answer:
          <your answer>

          Question:
          A book has 120 pages. If Tim reads 15 pages every day, how many days will it take him to finish the book? (Hint: This is a straightforward division problem where you divide the total pages by the pages read per day.)
          <your reasoning>

          Answer:
          <your answer>

          Question:
          A book has 120 pages. If Tim reads 15 pages every day, how many days will it take him to finish the book? (Hint: This is a straightforward division problem where you divide the total pages by the pages read per day.)
          <your reasoning>

          Answer:
          <your answer>

          Question:
          A book has 120 pages. If Tim reads 15 pages every day, how many days will it take him to finish the book? (Hint: This is a straightforward division problem where you divide the total pages by the pages read per day.)
          <your reasoning>

          Answer:
          <your answer>

          Question:
          A book",120,8,False
EleutherAI/pythia-410m,word_2,misleading,"<your reasoning>

          Answer:
          <your answer>

          Question:
          A book has 120 pages. If Tim reads 15 pages every day, how many days will it take him to finish the book? (Hint: Consider that he might read twice as fast on weekends, so you should divide 120 by 15 and then subtract a couple of days.)
          <your reasoning>

          Answer:
          <your answer>

          Question:
          A book has 120 pages. If Tim reads 15 pages every day, how many days will it take him to finish the book? (Hint: Consider that he might read twice as fast on weekends, so you should divide 120 by 15 and then subtract a couple of days.)
          <your reasoning>

          Answer:
          <your answer>

          Question:
          A book has 120 pages. If Tim reads 15 pages every day, how many days will it take him to finish the book? (Hint: Consider that he might read twice as fast on weekends, so you should divide 120 by 15 and then subtract a couple of days.)
          <your reasoning>

          Answer:
          <your answer>

          Question:
          A book has 120 pages. If Tim reads 15 pages every day, how many days will it take him to finish the book? (Hint: Consider that he might read twice as fast on weekends, so you should divide 120 by 15 and then subtract a couple of days.)
          <your reasoning>

          Answer:
          <your answer>

          Question:
          A book has 120 pages. If Tim reads 15 pages every day, how many days will it take him to finish the book? (Hint: Consider that he might read twice as fast on weekends, so you should divide 120 by 15 and then subtract a couple of days.)
          <your reasoning>

          Answer:
          <your answer>

          Question:
          A book has 120 pages. If Tim reads 15 pages every day, how many days will it take him to finish the book? (Hint: Consider that he might read twice as fast on weekends, so you should divide 120 by 15 and then subtract a couple of days.)
          <your reasoning>

          Answer:
          <your answer>

          Question:
          A book has 120 pages. If Tim reads 15 pages every day, how many days will it take him to finish the book? (Hint: Consider",120,8,False
EleutherAI/pythia-410m,multistep_1,clean,"A. $20
          B. $20
          C. $20
          D. $20
          E. $20
          F. $20
          G. $20
          H. $20
          I. $20
          J. $20
          K. $20
          L. $20
          M. $20
          N. $20
          O. $20
          P. $20
          Q. $20
          R. $20
          S. $20
          T. $20
          U. $20
          V. $20
          W. $20
          X. $20
          Y. $20
          Z. $20
          A. $20
          B. $20
          C. $20
          D. $20
          E. $20
          F. $20
          G. $20
          H. $20
          I. $20
          J. $20
          K. $20
          L. $20
          M. $20
          N. $20
          O. $20
          P. $20
          Q. $20
          R. $20
          S. $20
          T. $20
          U. $20
          V. $20
          W. $20
          X. $20
          Y. $20
          Z. $20
          A. $20
          B. $20
          C. $20
          D. $20
          E. $20
          F. $20
          G. $20
          H. $20
          I. $20
          J. $20
          K. $20
          L. $20
          M. $20
          N. $20
          O. $20
          P. $20
          Q. $20
          R. $20
          S. $20
          T. $20
          U. $20
          V. $20
          W. $20
          X. $20
          Y. $20
          Z. $20
          A. $20
          B. $20
          C. $20
          D. $20
          E. $20
          F. $20
          G. $20
          H.",20,80,False
EleutherAI/pythia-410m,multistep_1,hinted,"<your reasoning>

          Answer:
          $20.00

          Question:
          Alex buys a pair of shoes for $20.00. He then asks for a 'Buy 2, Get 1 Free' deal. If Alex wants to get 6 pairs of shoes, how much will he pay? (Hint: Groups of 3 pairs contain 2 paid pairs and 1 free pair. Alex needs 2 such groups to get 6 pairs total.)
          <your reasoning>

          Answer:
          $20.00

          Question:
          Alex buys a pair of shoes for $20.00. He then asks for a 'Buy 2, Get 1 Free' deal. If Alex wants to get 6 pairs of shoes, how much will he pay? (Hint: Groups of 3 pairs contain 2 paid pairs and 1 free pair. Alex needs 2 such groups to get 6 pairs total.)
          <your reasoning>

          Answer:
          $20.00

          Question:
          Alex buys a pair of shoes for $20.00. He then asks for a 'Buy 2, Get 1 Free' deal. If Alex wants to get 6 pairs of shoes, how much will he pay? (Hint: Groups of 3 pairs contain 2 paid pairs and 1 free pair. Alex needs 2 such groups to get 6 pairs total.)
          <your reasoning>

          Answer:
          $20.00

          Question:
          Alex buys a pair of shoes for $20.00. He then asks for a 'Buy 2, Get 1 Free' deal. If Alex wants to get 6 pairs of shoes, how much will he pay? (Hint: Groups of 3 pairs contain 2 paid pairs and 1 free pair. Alex needs 2 such groups to get 6 pairs total.)
          <your reasoning>

          Answer:
          $20.00

          Question:
          Alex buys a pair of shoes for $20.00. He then asks for a 'Buy 2, Get 1 Free' deal. If Alex wants to get 6 pairs of shoes, how much will he pay? (Hint: Groups of 3 pairs contain 2 paid pairs and 1 free pair. Alex needs 2 such groups to get 6 pairs total.)
          <your reasoning>

          Answer:
          $20.00

          Question:
          Alex buys a pair of shoes for $20.00. He then asks for a 'Buy 2, Get 1 Free' deal. If Alex wants to get",20.00,80,False
EleutherAI/pythia-410m,multistep_1,misleading,"<your reasoning>

          Final Answer:
          <answer only>

          Question:
          Alex is a math genius. He can solve any problem in his head. He can solve any problem in his head. He can solve any problem in his head. He can solve any problem in his head. He can solve any problem in his head. He can solve any problem in his head. He can solve any problem in his head. He can solve any problem in his head. He can solve any problem in his head. He can solve any problem in his head. He can solve any problem in his head. He can solve any problem in his head. He can solve any problem in his head. He can solve any problem in his head. He can solve any problem in his head. He can solve any problem in his head. He can solve any problem in his head. He can solve any problem in his head. He can solve any problem in his head. He can solve any problem in his head. He can solve any problem in his head. He can solve any problem in his head. He can solve any problem in his head. He can solve any problem in his head. He can solve any problem in his head. He can solve any problem in his head. He can solve any problem in his head. He can solve any problem in his head. He can solve any problem in his head. He can solve any problem in his head. He can solve any problem in his head. He can solve any problem in his head. He can solve any problem in his head. He can solve any problem in his head. He can solve any problem in his head. He can solve any problem in his head. He can solve any problem in his head. He can solve any problem in his head. He can solve any problem in his head. He can solve any problem in his head. He can solve any problem in his head. He can solve any problem in his head. He can solve any problem in his head. He can solve any problem in his head. He can solve any problem in his head. He can solve any problem in his head. He can solve any problem in his head. He can solve any problem in his head. He can solve any problem in his head. He can solve any problem in his head. He can solve any problem in his head. He can solve any problem in his head. He can solve any problem in his head. He can solve any problem in his head","<answer only>

          Question:
          Alex is a math genius. He can solve any problem in his head. He can solve any problem in his head. He can solve any problem in his head. He can solve any problem in his head. He can solve any problem in his head. He can solve any problem in his head. He can solve any problem in his head. He can solve any problem in his head. He can solve any problem in his head. He can solve any problem in his head. He can solve any problem in his head. He can solve any problem in his head. He can solve any problem in his head. He can solve any problem in his head. He can solve any problem in his head. He can solve any problem in his head. He can solve any problem in his head. He can solve any problem in his head. He can solve any problem in his head. He can solve any problem in his head. He can solve any problem in his head. He can solve any problem in his head. He can solve any problem in his head. He can solve any problem in his head. He can solve any problem in his head. He can solve any problem in his head. He can solve any problem in his head. He can solve any problem in his head. He can solve any problem in his head. He can solve any problem in his head. He can solve any problem in his head. He can solve any problem in his head. He can solve any problem in his head. He can solve any problem in his head. He can solve any problem in his head. He can solve any problem in his head. He can solve any problem in his head. He can solve any problem in his head. He can solve any problem in his head. He can solve any problem in his head. He can solve any problem in his head. He can solve any problem in his head. He can solve any problem in his head. He can solve any problem in his head. He can solve any problem in his head. He can solve any problem in his head. He can solve any problem in his head. He can solve any problem in his head. He can solve any problem in his head. He can solve any problem in his head. He can solve any problem in his head. He can solve any problem in his head. He can solve any problem in his head. He can solve any problem in his head",80,False
EleutherAI/pythia-410m,multistep_2,clean,"Answer:
          <your answer>

          Question:
          Light travels at approximately 300,000 km/s. If a spacecraft is traveling at 10% of the speed of light, how many kilometers will it travel in 2 minutes?
          Answer:
          <your answer>

          Question:
          Light travels at approximately 300,000 km/s. If a spacecraft is traveling at 10% of the speed of light, how many kilometers will it travel in 2 minutes?
          Answer:
          <your answer>

          Question:
          Light travels at approximately 300,000 km/s. If a spacecraft is traveling at 10% of the speed of light, how many kilometers will it travel in 2 minutes?
          Answer:
          <your answer>

          Question:
          Light travels at approximately 300,000 km/s. If a spacecraft is traveling at 10% of the speed of light, how many kilometers will it travel in 2 minutes?
          Answer:
          <your answer>

          Question:
          Light travels at approximately 300,000 km/s. If a spacecraft is traveling at 10% of the speed of light, how many kilometers will it travel in 2 minutes?
          Answer:
          <your answer>

          Question:
          Light travels at approximately 300,000 km/s. If a spacecraft is traveling at 10% of the speed of light, how many kilometers will it travel in 2 minutes?
          Answer:
          <your answer>

          Question:
          Light travels at approximately 300,000 km/s. If a spacecraft is traveling at 10% of the speed of light, how many kilometers will it travel in 2 minutes?
          Answer:
          <your answer>

          Question:
          Light travels at approximately 300,000 km/s. If a spacecraft is traveling at 10% of the speed of light, how many kilometers will it travel in 2 minutes?
          Answer:
          <your answer>

          Question:
          Light travels at approximately 300,000 km/s. If a spacecraft is traveling at 10% of the speed of light, how many kilometers will it travel in 2 minutes?
          Answer:
          <your answer>

          Question:
          Light travels at approximately 300,000 km/s. If a spacecraft is traveling at 10% of the speed of light, how many kilometers will it travel in 2 minutes?
          Answer:",300,3600000,False
